SeqName	Description	Gene ID	log2FC	"baseMean
MtrBTN2"	"baseMean
Hemocytes"	FDR	"Confimed
Quanteval"
TRINITY_DN941_c0_g1_i2304448	Calpain-1 catalytic subunit 	CAPN1	-2.761898349	6.196289078	42.35489732	3.07E-03	TRUE
TRINITY_DN2484_c1_g1_i8139420	Hypothetical predicted protein	 -	4.045803837	8.650477302	0.516235763	3.07E-03	TRUE
TRINITY_DN8083_c0_g1_i1283614	Hypothetical predicted protein	 -	5.529320557	12.44234646	0.180009956	3.07E-03	TRUE
TRINITY_DN864_c0_g1_i4292355	Hypothetical predicted protein	 -	3.99094149	5.986165659	0.356829475	3.07E-03	TRUE
TRINITY_DN13126_c0_g1_i439472	Type-1 angiotensin II receptor-associated protein	AGTRAP	1.984666915	13.17290876	3.330212399	3.07E-03	TRUE
TRINITY_DN19447_c0_g1_i299400	Hypothetical predicted protein	 -	5.094138413	6.603415467	0	3.08E-03	TRUE
TRINITY_DN6436_c1_g1_i2254268	Hypothetical predicted protein	 -	-1.964894771	2.699268934	10.52125017	3.10E-03	TRUE
TRINITY_DN20822_c4_g1_i2111722	Prostaglandin reductase 1	PTGR1	-5.670303319	0	8.401290841	3.12E-03	TRUE
TRINITY_DN19478_c0_g1_i199720	Calmodulin-like protein 4	CALML4	-5.885698867	0	9.750736392	3.13E-03	TRUE
TRINITY_DN8169_c0_g2_i3285076	Baculoviral IAP repeat-containing protein 7	BIRC7	4.494583976	8.498562803	0.342606682	3.13E-03	TRUE
TRINITY_DN82261_c0_g1_i1285963	Hypothetical predicted protein	 -	4.305708763	5.326553055	0.176819519	3.14E-03	TRUE
TRINITY_DN34588_c0_g1_i7178642	"Valine--tRNA ligase, mitochondrial"	VAS1	3.965326015	5.866482776	0.342606682	3.14E-03	TRUE
TRINITY_DN18890_c0_g1_i295514	Anaphase-promoting complex subunit 5	ANAPC5	2.477306416	10.70287441	1.92539003	3.14E-03	TRUE
TRINITY_DN20037_c2_g1_i2105363	Phosphoribosylformylglycinamidine synthase	PFAS	3.819423227	12.39257816	0.886537629	3.15E-03	TRUE
TRINITY_DN279384_c0_g3_i2153765	FH1/FH2 domain-containing protein 1	FHOD1	-2.990738867	1.499726609	11.88681649	3.16E-03	TRUE
TRINITY_DN345576_c0_g1_i1178520	Hypothetical predicted protein	 -	2.453381937	8.600709002	1.570515264	3.16E-03	TRUE
TRINITY_DN52792_c0_g1_i2230353	Lysosomal alpha-glucosidase	GAA	-3.994650777	0	2.633903834	3.17E-03	TRUE
TRINITY_DN17568_c0_g1_i384574	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase FUT6	FUT6	-4.842978428	0	4.742557104	3.18E-03	TRUE
TRINITY_DN4930_c0_g1_i3221445	Hypothetical predicted protein	 -	-6.691839794	0.3012194	33.24060518	3.21E-03	TRUE
TRINITY_DN774_c0_g2_i2278171	60S acidic ribosomal protein P2	RPLP2	1.329081326	3529.865054	1404.963441	3.23E-03	TRUE
TRINITY_DN46644_c0_g1_i1213597	Ubiquitin carboxyl-terminal hydrolase isozyme L1	UCHL1	2.802564038	68.60878512	9.85674578	3.23E-03	TRUE
TRINITY_DN165266_c0_g1_i373889	Hypothetical predicted protein	 -	5.418633749	11.52817741	0.176850941	3.23E-03	TRUE
TRINITY_DN487329_c0_g4_i5219824	Hypothetical predicted protein	 -	8.106837619	53.26188584	0	3.25E-03	TRUE
TRINITY_DN5425_c0_g1_i1233727	Hypothetical predicted protein	 -	-1.25759979	6.905669982	16.47753552	3.27E-03	TRUE
TRINITY_DN1206_c0_g1_i127293	Activated RNA polymerase II transcriptional coactivator p15	SUB1	1.287103358	385.0658202	157.7833382	3.28E-03	TRUE
TRINITY_DN87839_c0_g1_i1294498	Hypothetical predicted protein	 -	-4.608474893	0	4.02493423	3.28E-03	FALSE
TRINITY_DN1403_c0_g1_i349344	Hypothetical predicted protein	 -	1.667285136	43.33024596	13.65574839	3.29E-03	TRUE
TRINITY_DN30680_c0_g1_i6164679	Hypothetical predicted protein	 -	-5.156332886	0.308624904	11.47219567	3.30E-03	TRUE
TRINITY_DN20268_c2_g1_i1107416	"Neurolysin, mitochondrial"	NLN	1.769261459	20.27389115	5.953514698	3.30E-03	TRUE
TRINITY_DN14604_c0_g1_i1055856	TIP41-like protein	TIPRL	1.425182544	22.99227125	8.55021488	3.31E-03	TRUE
TRINITY_DN50169_c0_g1_i3223608	Hypothetical predicted protein	 -	4.45168709	5.894034563	0.176819519	3.31E-03	TRUE
TRINITY_DN106426_c0_g1_i58237	E3 ubiquitin-protein ligase mib1	MIB1	5.901172723	11.55622494	0	3.33E-03	TRUE
TRINITY_DN12021_c0_g1_i226722	Hypothetical predicted protein	 -	3.396948993	16.5106089	1.558278602	3.33E-03	TRUE
TRINITY_DN14470_c0_g1_i154382	Hypothetical predicted protein	 -	5.092710803	6.596009963	0	3.33E-03	TRUE
TRINITY_DN1749_c0_g1_i383811	Echinoderm microtubule-associated protein-like 4	EML4	-1.708245082	8.664253195	28.30670181	3.33E-03	TRUE
TRINITY_DN46887_c0_g2_i4214215	Cytoplasmic dynein 1 heavy chain 1	DYNC1H1	6.735668415	20.59111637	0	3.33E-03	TRUE
TRINITY_DN59937_c0_g1_i4245503	Hypothetical predicted protein	 -	3.034815171	30.07049776	3.667394115	3.34E-03	TRUE
TRINITY_DN3550_c0_g1_i11181587	Cathepsin F	CTSF	3.204649488	17.77059007	1.924217147	3.34E-03	TRUE
TRINITY_DN11049_c0_g1_i113194	Prostaglandin E2 receptor EP4 subtype	PTGER4	-4.988670088	0.3012194	10.21359834	3.35E-03	TRUE
TRINITY_DN88592_c1_g1_i4295573	Hypothetical predicted protein	 -	-4.166560925	1.472174822	26.80385899	3.36E-03	TRUE
TRINITY_DN9545_c0_g1_i4306248	Hypothetical predicted protein	 -	-3.643910656	0.308624904	4.010896989	3.40E-03	TRUE
TRINITY_DN3131_c0_g2_i2167382	COP9 signalosome complex subunit 8	COPS8	0.849427871	88.84684356	49.33051836	3.41E-03	TRUE
TRINITY_DN25075_c0_g1_i7140689	DNA-directed RNA polymerase II subunit RPB1	POLR2A	3.437366027	9.462004405	0.876287099	3.41E-03	TRUE
TRINITY_DN1982_c0_g1_i1103403	CD63 antigen	CD63	2.3681935	120.6247145	23.35022979	3.42E-03	TRUE
TRINITY_DN75642_c0_g1_i5274990	Hypothetical predicted protein	 -	3.277686176	5.08250746	0.519426201	3.43E-03	TRUE
TRINITY_DN5832_c0_g2_i1242363	Hypothetical predicted protein	 -	7.707032862	56.34399442	0.174833387	3.43E-03	TRUE
TRINITY_DN5495_c0_g1_i10235176	Caspase-8	CASP8	-1.728242276	6.33078297	20.91369393	3.43E-03	TRUE
TRINITY_DN35934_c0_g2_i2183130	Glutathione S-transferase	 -	-5.115955701	0.588662906	20.59914622	3.47E-03	TRUE
TRINITY_DN8270_c0_g1_i2286628	Hypothetical predicted protein	 -	4.324205336	5.405943373	0.180009956	3.47E-03	TRUE
TRINITY_DN1240_c0_g1_i1031531	"NAD(P) transhydrogenase, mitochondrial"	NNT	-1.603467843	25.13783457	76.38719674	3.47E-03	TRUE
TRINITY_DN26481_c0_g1_i2147408	"D-beta-hydroxybutyrate dehydrogenase, mitochondrial "	BDH1	-5.023223766	0.308624904	10.43926603	3.47E-03	TRUE
TRINITY_DN3322_c3_g1_i10174185	Glucosidase 2 subunit beta	PRKCSH	2.028980319	8.564716595	2.110576556	3.47E-03	TRUE
TRINITY_DN69570_c0_g1_i2264187	Islet cell autoantigen 1	ICA1	-4.40765709	0	3.503059655	3.47E-03	TRUE
TRINITY_DN426_c0_g2_i7203382	Hypothetical predicted protein	 -	-7.178901901	0.3012194	46.57542335	3.48E-03	TRUE
TRINITY_DN904_c0_g1_i1298490	Cholecystokinin receptor type A	CCKAR	-3.202746946	8.306895106	76.74197344	3.49E-03	TRUE
TRINITY_DN919_c0_g3_i3300830	Serine/arginine-rich splicing factor 6	SRSF6	-2.183531822	15.43335905	70.24907266	3.50E-03	TRUE
TRINITY_DN14959_c0_g1_i859807	Mitochondrial import inner membrane translocase subunit Tim10	TIM10	2.84441341	70.01745937	9.742945995	3.52E-03	TRUE
TRINITY_DN5112_c8_g2_i1226292	Hypothetical predicted protein	 -	4.34072513	3.918957542	0	3.52E-03	TRUE
TRINITY_DN4030_c2_g1_i1196452	Xanthine dehydrogenase/oxidase	XDH	4.628746663	4.780252945	0	3.53E-03	TRUE
TRINITY_DN3153_c0_g1_i14168275	Tissue alpha-L-fucosidase	FUCA1	1.95170086	18.94258061	4.880452207	3.54E-03	TRUE
TRINITY_DN830_c0_g1_i4287290	Histone deacetylase 1	HDAC1	2.471325874	86.33548153	15.57736868	3.54E-03	TRUE
TRINITY_DN2347_c0_g1_i4130511	N-terminal EF-hand calcium-binding protein 1	NECAB1	-1.652940336	14.72877406	46.22451559	3.56E-03	TRUE
TRINITY_DN2982_c0_g1_i3160805	"Thioredoxin, mitochondrial"	TXN2	2.639743113	82.52127979	13.23631997	3.57E-03	TRUE
TRINITY_DN6634_c0_g1_i1257959	DNA-directed RNA polymerase II subunit RPB2	POLR2B	2.445328504	19.01613991	3.489587264	3.57E-03	TRUE
TRINITY_DN38977_c0_g1_i1192487	Pyridoxine/pyridoxamine 5'-phosphate oxidase	 -	-4.085384641	0	2.801677129	3.57E-03	TRUE
TRINITY_DN52294_c0_g1_i7229262	Receptor-type tyrosine-protein phosphatase F	PTPRF	-4.727457657	0	4.368188707	3.58E-03	TRUE
TRINITY_DN30827_c0_g1_i4165291	E3 ubiquitin-protein ligase TRIM33	TRIM33	5.149125365	6.854866567	0	3.60E-03	TRUE
TRINITY_DN6582_c0_g1_i1256821	Choline transporter-like protein 2	SLC44A2	-6.289018133	0	12.89622451	3.62E-03	TRUE
TRINITY_DN1444_c1_g1_i554240	Hypothetical predicted protein	 -	-1.976654679	4.149227243	16.40140745	3.62E-03	TRUE
TRINITY_DN8308_c0_g1_i5287280	Complement C1q subcomponent subunit B	C1QB	-2.898905881	9.419261938	70.11965664	3.63E-03	TRUE
TRINITY_DN2384_c0_g1_i1133202	Procathepsin L	CTSL	-2.719832631	4.429265245	29.30325918	3.63E-03	TRUE
TRINITY_DN9859_c0_g2_i1310780	Hypothetical predicted protein	 -	-5.031440011	3.294302229	107.6210666	3.63E-03	TRUE
TRINITY_DN90226_c0_g1_i1298119	Transient receptor potential cation channel subfamily M member 1	TRPM1	4.895512872	5.756931073	0	3.64E-03	TRUE
TRINITY_DN4206_c0_g1_i1201579	Cytoplasmic tRNA 2-thiolation protein 2	CTU2	1.841271722	26.37973969	7.366178985	3.64E-03	TRUE
TRINITY_DN8488_c0_g1_i1289965	inactive phospholipase C-like protein 2	PLCL2	-3.669567524	0.89728781	11.42748665	3.64E-03	TRUE
TRINITY_DN38944_c0_g1_i7192391	Hypothetical predicted protein	 -	5.148081194	6.849531293	0	3.66E-03	TRUE
TRINITY_DN108930_c0_g1_i111032	Hypothetical predicted protein	 -	4.693920635	13.52754117	0.522616638	3.66E-03	TRUE
TRINITY_DN3886_c0_g1_i2192212	Microtubule-associated proteins 1A/1B light chain 3A	MAP1LC3A	1.45753355	150.319909	54.7572787	3.66E-03	TRUE
TRINITY_DN39857_c0_g1_i5195013	Hypothetical predicted protein	 -	2.615262648	7.52291979	1.225953873	3.66E-03	TRUE
TRINITY_DN11594_c0_g1_i121011	2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase	urad	-2.384420947	2.971901432	15.56693303	3.68E-03	FALSE
TRINITY_DN2248_c0_g1_i5122950	Integrin alpha-8	ITGA8	-5.41753314	0	7.060376558	3.68E-03	TRUE
TRINITY_DN58285_c0_g1_i1242277	Hypothetical predicted protein	 -	5.022461266	6.28101467	0	3.68E-03	TRUE
TRINITY_DN7339_c0_g1_i6270992	Hypothetical predicted protein	 -	1.657572468	11.00409381	3.483700055	3.68E-03	TRUE
TRINITY_DN3449_c0_g1_i4178352	Hypothetical predicted protein	 -	-3.647443863	0.89728781	11.2562431	3.70E-03	TRUE
TRINITY_DN14641_c0_g1_i156325	Hypothetical predicted protein	 -	4.367244161	7.766965385	0.349666775	3.70E-03	TRUE
TRINITY_DN7056_c0_g2_i1266144	heat shock 70 kDa protein 12A	HSPA12A	-3.716424252	0.617249808	7.89393243	3.71E-03	TRUE
TRINITY_DN40417_c0_g1_i2196780	Receptor expression-enhancing protein 4	REEP4	1.877470166	9.030051904	2.455942855	3.71E-03	TRUE
TRINITY_DN10582_c0_g1_i17487	"Translation factor Guf1, mitochondrial"	GUF1	5.376658325	8.024786874	0	3.72E-03	TRUE
TRINITY_DN24556_c0_g1_i1137790	Hypothetical predicted protein	 -	5.018142461	6.259833272	0	3.72E-03	TRUE
TRINITY_DN115384_c0_g1_i120347	Hypothetical predicted protein	 -	-1.421172484	18.07218914	48.50462909	3.75E-03	TRUE
TRINITY_DN3206_c0_g1_i4170193	Ribosome biogenesis protein WDR12 homolog	CG6724	1.387562511	30.62577786	11.71614121	3.76E-03	TRUE
TRINITY_DN24434_c1_g1_i17137105	PR domain zinc finger protein 4	PRDM4	4.190060412	6.86864246	0.356860898	3.76E-03	TRUE
TRINITY_DN24389_c0_g2_i4136741	Hypothetical predicted protein	 -	4.653604755	35.02526139	1.387839958	3.78E-03	TRUE
TRINITY_DN21859_c0_g4_i2119051	Sialin	SLC17A5	-6.76492633	0	17.93511098	3.79E-03	TRUE
TRINITY_DN2003_c0_g1_i2105372	"Protein preY, mitochondrial"	PREY	1.009983229	135.2681345	67.17015319	3.80E-03	TRUE
TRINITY_DN14758_c4_g1_i257682	Ankyrin repeat and sterile alpha motif domain-containing protein 1B	ANKS1B	2.088747326	13.40954885	3.164488082	3.80E-03	TRUE
TRINITY_DN28774_c0_g1_i18156906	CD151 antigen	CD151	4.548492037	6.317007076	0.180009956	3.81E-03	TRUE
TRINITY_DN10927_c2_g2_i511486	Arpin	ARPIN	-1.388574934	16.25071718	42.46507225	3.81E-03	TRUE
TRINITY_DN27407_c0_g1_i5151481	Hypothetical predicted protein	 -	4.548492496	6.317007076	0.176819519	3.81E-03	TRUE
TRINITY_DN135458_c0_g1_i143809	Hypothetical predicted protein	 -	3.419540157	7.486927384	0.696277142	3.81E-03	TRUE
TRINITY_DN161312_c0_g1_i370603	Hypothetical predicted protein	 -	5.604497278	9.409626506	0	3.82E-03	TRUE
TRINITY_DN7229_c0_g1_i1269153	LHFPL tetraspan subfamily member 5 protein	LHFPL5	-2.905406081	2.684457925	20.15089145	3.82E-03	TRUE
TRINITY_DN3891_c0_g1_i6192331	Hypothetical predicted protein	 -	-1.201884389	19.36919784	44.60358789	3.84E-03	TRUE
TRINITY_DN11377_c2_g2_i118016	T-complex protein 1 subunit beta	CCT2	1.124678351	104.0930114	47.7402871	3.85E-03	TRUE
TRINITY_DN26254_c0_g1_i12146360	Hypothetical predicted protein	 -	2.399976402	10.1565743	1.924217147	3.86E-03	TRUE
TRINITY_DN96615_c0_g1_i1307879	Hypothetical predicted protein	 -	4.333688173	3.897776144	0	3.86E-03	TRUE
TRINITY_DN5208_c0_g1_i2228705	"Putative transferase CAF17, mitochondrial"	IBA57	6.804424935	21.60482202	0	3.87E-03	TRUE
TRINITY_DN40923_c3_g1_i1198366	U3 small nucleolar RNA-associated protein 25	UTP25	3.724690129	3.560564337	0.176819519	3.87E-03	TRUE
TRINITY_DN24274_c2_g3_i2136044	Hypothetical predicted protein	 -	6.434702625	23.33803976	0.176850941	3.87E-03	TRUE
TRINITY_DN37681_c0_g1_i3188584	Hypothetical predicted protein	 -	4.536202248	6.253462883	0.180009956	3.88E-03	TRUE
TRINITY_DN30712_c0_g1_i5164811	Sulfotransferase family cytosolic 1B member 1	SULT1B1	-4.943798589	0	5.079111123	3.88E-03	TRUE
TRINITY_DN31069_c2_g1_i1166350	Multifunctional protein ADE2	PAICS	4.514091877	63.29294623	2.762918166	3.89E-03	TRUE
TRINITY_DN13641_c0_g1_i444681	Hypothetical predicted protein	 -	5.023969881	6.288420174	0	3.89E-03	TRUE
TRINITY_DN3304_c0_g1_i1173554	Serine/threonine-protein kinase PAK 3	PAK3	-1.490874772	5.987200774	16.81537679	3.91E-03	FALSE
TRINITY_DN495828_c0_g1_i1222132	"Troponin C, skeletal muscle"	TNNC2	-1.493294436	41.70066167	117.4739602	3.93E-03	TRUE
TRINITY_DN6206_c0_g1_i3249753	Hypothetical predicted protein	 -	4.674744248	6.890858973	0.174833387	3.95E-03	TRUE
TRINITY_DN77013_c0_g1_i1277298	Hypothetical predicted protein	 -	7.91431778	46.61457671	0	3.95E-03	TRUE
TRINITY_DN1803_c0_g1_i388481	Thioredoxin-3	TRX3	-3.033648087	1.205912714	9.806201075	3.95E-03	TRUE
TRINITY_DN15592_c0_g1_i165846	"UDP-D-xylose:L-fucose alpha-1,3-D-xylosyltransferase MGP4 "	MGP4	-5.983827828	0	10.43712264	3.96E-03	TRUE
TRINITY_DN4105_c0_g1_i8198710	"ES1 protein homolog, mitochondrial"	 -	-1.548902427	15.07976176	44.0175728	3.96E-03	TRUE
TRINITY_DN4494_c0_g1_i11209095	"Neurolysin, mitochondrial"	NLN	1.01632523	31.7977684	15.74535895	3.96E-03	TRUE
TRINITY_DN7118_c0_g1_i1267314	Thrombospondin-1	THBS1	4.621311893	4.752701158	0	3.96E-03	TRUE
TRINITY_DN76719_c0_g1_i4276836	Hypothetical predicted protein	 -	7.753218093	41.69821177	0	3.96E-03	TRUE
TRINITY_DN41221_c0_g1_i12199173	Hypothetical predicted protein	 -	4.710505736	32.09223774	1.225953873	3.98E-03	TRUE
TRINITY_DN20277_c0_g1_i5107490	Peptidyl-prolyl cis-trans isomerase FKBP5	FKBP5	3.353888989	8.943256082	0.876287099	3.99E-03	TRUE
TRINITY_DN1928_c0_g1_i298241	Aminoacyl tRNA synthase complex-interacting multifunctional protein 2	AIMP2	1.331601068	98.66447187	39.20138469	4.00E-03	TRUE
TRINITY_DN122784_c0_g2_i230062	"28S ribosomal protein S23, mitochondrial"	MRPS23	1.590317937	33.24565648	11.07233206	4.00E-03	TRUE
TRINITY_DN112556_c1_g1_i816407	Hypothetical predicted protein	 -	3.671629375	114.8937004	9.00568683	4.00E-03	TRUE
TRINITY_DN250830_c0_g1_i1140716	Latent-transforming growth factor beta-binding protein 3	LTBP3	-3.267370025	1.800946009	17.30048658	4.01E-03	TRUE
TRINITY_DN29487_c0_g1_i1159597	Nucleolar protein 4-like	NOL4L	-4.731480788	0	4.389699892	4.02E-03	TRUE
TRINITY_DN10001_c1_g1_i149	Hypothetical predicted protein	 -	-3.06094969	1.205912714	10.00189516	4.03E-03	TRUE
TRINITY_DN7109_c0_g1_i3267181	Hypothetical predicted protein	 -	-1.462351267	8.902963517	24.59306346	4.04E-03	TRUE
TRINITY_DN2010_c0_g1_i5106038	Gamma-secretase subunit APH-1B	APH1B	1.294264538	39.96184507	16.27943876	4.05E-03	TRUE
TRINITY_DN4845_c0_g1_i7218928	Corepressor interacting with RBPJ 1	CIR1	-2.737505108	0.89728781	5.995432676	4.06E-03	TRUE
TRINITY_DN21122_c0_g1_i13113885	Cytosolic phospholipase A2	PLA2G4A	-4.943582454	0	5.077475997	4.06E-03	TRUE
TRINITY_DN769_c0_g2_i1277268	Hypothetical predicted protein	 -	7.317188101	30.80524415	0	4.08E-03	TRUE
TRINITY_DN2174_c0_g1_i1118447	replication factor C subunit 5	RFC5	2.572617114	24.92825052	4.189517087	4.10E-03	TRUE
TRINITY_DN19441_c0_g1_i399335	Nucleotide exchange factor SIL1	SIL1	2.757994659	32.94286259	4.857285796	4.10E-03	TRUE
TRINITY_DN9959_c0_g1_i1312098	von Willebrand factor A domain-containing protein 5A	VWA5A	2.774612797	8.376809689	1.222052795	4.11E-03	TRUE
TRINITY_DN2914_c1_g1_i1158413	Hypothetical predicted protein	 -	1.547385362	19.93030896	6.834085302	4.11E-03	TRUE
TRINITY_DN419091_c0_g1_i2201154	Hypothetical predicted protein	 -	5.578488809	9.230699588	0	4.11E-03	TRUE
TRINITY_DN7561_c0_g1_i2274956	"Serine hydroxymethyltransferase, cytosolic"	SHMT1	1.860580468	17.74875323	4.900759086	4.12E-03	TRUE
TRINITY_DN3871_c0_g1_i21191805	Acid sphingomyelinase-like phosphodiesterase 3a	SMPDL3A	-3.93705976	2.060837728	31.84339524	4.14E-03	TRUE
TRINITY_DN4646_c0_g1_i1213113	cathepsin F	CTSF	2.109639085	18.91829387	4.385305148	4.16E-03	TRUE
TRINITY_DN1642_c0_g1_i173113	Iron-responsive element-binding protein 2	IREB2	1.742568242	59.62328232	17.79791955	4.17E-03	TRUE
TRINITY_DN197_c0_g2_i1103135	Hypothetical predicted protein	 -	-3.918926983	60.0537328	908.0172057	4.17E-03	TRUE
TRINITY_DN3977_c0_g1_i10194833	Hypothetical predicted protein	 -	5.147650956	6.847461062	0	4.17E-03	TRUE
TRINITY_DN10167_c0_g1_i12082	Gamma-tubulin complex component 2	TUBGCP2	2.72099349	11.50906624	1.750556643	4.18E-03	TRUE
TRINITY_DN4221_c0_g1_i4202007	Rab11 family-interacting protein 4	RAB11FIP4	-4.254456323	0.287443506	6.139825714	4.20E-03	TRUE
TRINITY_DN1695_c0_g2_i178168	WW domain-binding protein 4	WBP4	-2.473934779	3.295337345	18.3013327	4.20E-03	TRUE
TRINITY_DN2553_c0_g1_i6142757	Cerebellin-3	CBLN3	-3.669145819	3.274155947	41.68197342	4.20E-03	TRUE
TRINITY_DN2900_c0_g1_i4157909	Nuclear transcription factor Y subunit gamma	NFYC	1.906777008	96.04376146	25.60303364	4.20E-03	TRUE
TRINITY_DN48623_c0_g1_i1219481	"Dynein assembly factor 1, axonemal"	DNAAF1	4.808792009	5.419719266	0	4.20E-03	TRUE
TRINITY_DN7949_c0_g1_i1281293	Copine-1 	CPNE1	1.828442018	16.14584531	4.541201416	4.20E-03	TRUE
TRINITY_DN12028_c0_g1_i726784	Hypothetical predicted protein	 -	3.066236501	11.73672634	1.40007662	4.22E-03	TRUE
TRINITY_DN7276_c0_g1_i1269939	Netrin receptor DCC	DCC	-5.971060508	0	10.36090764	4.23E-03	TRUE
TRINITY_DN132596_c0_g2_i140890	Kinectin	KTN1	5.091287731	6.588604458	0	4.24E-03	TRUE
TRINITY_DN3161_c1_g1_i1168594	Inorganic pyrophosphatase	PPA1	1.376446346	33.9920649	13.07975624	4.24E-03	TRUE
TRINITY_DN33519_c0_g1_i1175334	ADP-ribose glycohydrolase MACROD2	MACROD2	-4.24555276	0	3.122444413	4.24E-03	TRUE
TRINITY_DN489_c0_g1_i7220626	Hypothetical predicted protein	 -	-2.590747717	8.722462115	52.47539954	4.24E-03	TRUE
TRINITY_DN3623_c0_g1_i2184110	Hypothetical predicted protein	 -	-4.411917175	2.643130245	56.98079826	4.25E-03	TRUE
TRINITY_DN16877_c0_g1_i377431	DnaJ homolog subfamily C member 22	DNAJC22	4.131928561	6.604450583	0.342606682	4.27E-03	TRUE
TRINITY_DN1288_c0_g1_i136664	DNA replication licensing factor mcm4	MCM4	1.261370981	114.6686211	47.87002731	4.27E-03	TRUE
TRINITY_DN431015_c0_g3_i1204430	G patch domain-containing protein 1	GPATCH1	4.432307808	4.170408641	0	4.29E-03	TRUE
TRINITY_DN7576_c0_g1_i11275201	"UDP-GalNAc:beta-1,3-N-acetylgalactosaminyltransferase 1"	B3GALNT1	-4.873782051	0.588662906	17.51850539	4.31E-03	TRUE
TRINITY_DN13778_c0_g1_i446013	Galactocerebrosidase	GALC	-4.574892184	0.287443506	7.634737998	4.33E-03	FALSE
TRINITY_DN27112_c0_g1_i2150133	Hypothetical predicted protein	 -	-3.309341517	0.918469208	8.904658826	4.34E-03	TRUE
TRINITY_DN20499_c1_g2_i1109359	N-acetyltransferase 9-like protein	NAT9	2.470022612	19.32906497	3.483668632	4.34E-03	TRUE
TRINITY_DN34343_c0_g1_i5177783	Pyruvate kinase PKM	PKM	2.647024777	9.81402722	1.561469039	4.34E-03	TRUE
TRINITY_DN6832_c2_g1_i2261639	Hypothetical predicted protein	 -	5.209979578	7.149715577	0	4.35E-03	TRUE
TRINITY_DN220724_c0_g2_i2120185	Angiopoietin-related protein 2	ANGPTL2	4.815409875	10.60813372	0.360019913	4.35E-03	TRUE
TRINITY_DN5110_c0_g1_i1226205	Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 3 	HACD3	1.312373333	26.43418782	10.64792708	4.35E-03	TRUE
TRINITY_DN5791_c0_g2_i1241524	Coronin-1B	CORO1B	-1.671578151	2.678087536	8.542692544	4.36E-03	TRUE
TRINITY_DN18445_c0_g1_i1792019	Myosin-11	MYH11	3.460884901	7.710826696	0.708513804	4.37E-03	TRUE
TRINITY_DN13881_c1_g1_i547205	Protein transport protein SEC31	SEC31	2.734926411	9.323865799	1.393695745	4.37E-03	TRUE
TRINITY_DN14437_c0_g1_i454119	Sorting nexin-4	SNX4	-3.901537958	0.588662906	8.91888162	4.37E-03	TRUE
TRINITY_DN16495_c0_g1_i373615	"stomatin-like protein 2, mitochondrial"	STOML2	3.62209571	8.614484895	0.702626595	4.37E-03	TRUE
TRINITY_DN8441_c0_g1_i3289237	Hypothetical predicted protein	 -	-2.73908031	2.118011533	14.01396772	4.38E-03	TRUE
TRINITY_DN18604_c0_g2_i193445	Thiosulfate sulfurtransferase	TST	-1.239584991	17.89065262	42.26261946	4.38E-03	TRUE
TRINITY_DN67997_c0_g1_i2260962	Hypothetical predicted protein	 -	3.502497172	13.84890685	1.222052795	4.39E-03	TRUE
TRINITY_DN234316_c0_g1_i2130151	Hypothetical predicted protein	 -	4.401957427	5.706127657	0.176819519	4.39E-03	TRUE
TRINITY_DN6101_c0_g1_i1247840	Cyclic AMP-responsive element-binding protein 3-like protein 2	 -	-1.956456055	12.32642436	47.7432469	4.40E-03	TRUE
TRINITY_DN8477_c0_g1_i4289805	NudC domain-containing protein 2	NUDCD2	2.361095312	5.38372686	1.042074261	4.41E-03	TRUE
TRINITY_DN26464_c0_g1_i3147313	Hypothetical predicted protein	 -	4.551737691	8.810832421	0.342606682	4.41E-03	TRUE
TRINITY_DN4469_c1_g1_i1208396	Hypothetical predicted protein	 -	5.753934817	10.42387152	0	4.42E-03	TRUE
TRINITY_DN27158_c1_g2_i3150352	Phosphatidylcholine-sterol acyltransferase	LCAT	-4.733475939	0.3012194	8.539901505	4.44E-03	TRUE
TRINITY_DN9292_c0_g1_i8302392	"Phytanoyl-CoA dioxygenase, peroxisomal"	PHYH	-2.747116997	1.464769318	9.991347838	4.46E-03	FALSE
TRINITY_DN44834_c0_g1_i9208745	Hypothetical predicted protein	 -	-4.678906401	0	4.236548789	4.48E-03	TRUE
TRINITY_DN20129_c0_g1_i3106211	Neuroligin-2	NLGN2	-4.834766044	0	4.698941154	4.49E-03	TRUE
TRINITY_DN50995_c0_g3_i1225822	Phosphopantothenate--cysteine ligase	PPCS	1.581142664	10.50119161	3.514554254	4.49E-03	TRUE
TRINITY_DN72941_c0_g2_i1270193	Receptor-type tyrosine-protein phosphatase alpha	PTPRA	-3.990853926	0	2.62163575	4.49E-03	TRUE
TRINITY_DN12846_c0_g1_i536252	Malignant T-cell-amplified sequence 1	MCTS1	1.272508942	55.38338239	22.96892851	4.51E-03	TRUE
TRINITY_DN41627_c0_g2_i1200309	Hypothetical predicted protein	 -	5.510328249	8.814593211	0	4.52E-03	TRUE
TRINITY_DN21793_c0_g2_i1118683	Programmed cell death protein 2	PDCD2	1.540017965	17.30732499	5.965289117	4.52E-03	TRUE
TRINITY_DN15899_c1_g1_i168606	Hypothetical predicted protein	 -	-7.514118839	0	30.15309492	4.53E-03	TRUE
